nombre,codigo_partido,coalicion,partidos_coalicion,tradicional,temporalidad,gradonac,ideologia,paso_ideologia,justificacion_ideologia,grupo_representativo_1,paso1_gr,justificacion_gr_1,grupo_representativo_2,paso2_gr,justificacion_gr_2,part_alcaldia,part_asamblea,part_camara,part_concejo,part_gobernacion,part_presidencia,part_presidencia_1v,part_presidencia_2v,part_senado,fuente_ideologia,fuente_gr,nombre_upper,votos_alcaldia,votos_asamblea,votos_camara,votos_concejo,votos_gobernacion,votos_presidencia,votos_senado
CENTRO DE EST. COMUNIC. Y PROMO. COMUNITARIA CIMARRON,20060009,0,,0,2006-2006,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,CENTRO DE EST. COMUNIC. Y PROMO. COMUNITARIA CIMARRON,0,0,829,0,0,0,0
"CENTRO EXPERIMENTAL DE CULTURA MUSICA, CANTO, BAILE Y ETNOEDUCACION AFROCOLOMBIANA LA MOÑA",20100020,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,"CENTRO EXPERIMENTAL DE CULTURA MUSICA, CANTO, BAILE Y ETNOEDUCACION AFROCOLOMBIANA LA MOÑA",0,0,0,0,0,0,0
CERTEGUI UNA CAUSA COMUN,20150344,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CERTEGUI UNA CAUSA COMUN,1284,0,0,0,0,0,0
CHIA ACTIVA,20110148,0,,0,2011-2011,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CHIA ACTIVA,0,0,0,2603,0,0,0
CHIA RENACE,20150668,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CHIA RENACE,0,0,0,3528,0,0,0
CHIA VISION 2010,20000590,0,,0,2000-2000,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CHIA VISION 2010,0,0,0,926,0,0,0
CHINACOTA DESARROLLO TURISTICO,20150669,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CHINACOTA DESARROLLO TURISTICO,0,0,0,686,0,0,0
CIRCASIA DECIDE,20150670,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CIRCASIA DECIDE,0,0,0,483,0,0,0
CIRCASIA LIBRE,20070368,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CIRCASIA LIBRE,6305,0,0,0,0,0,0
CIRCASIA UNIDA,20110149,0,,0,2011-2011,0,2,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,1,0,0,0,0,0,0,0,0,"https://www.academia.edu/7822841/CONCEJO_DE_CIRCASIA_PLAN_DE_DESARROLLO_MUNICIPAL_CIRCASIA_2012_2015_UN_COMPROMISO_CON_LO_NUESTRO_,
,
",,CIRCASIA UNIDA,4529,0,0,0,0,0,0
CIRCASIA UNIDA POR UN CONCEJO FIRME,20150671,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CIRCASIA UNIDA POR UN CONCEJO FIRME,0,0,0,1427,0,0,0
CIUDAD BOLIVAR EN BUENAS MANOS,20150009,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CIUDAD BOLIVAR EN BUENAS MANOS,3117,0,0,0,0,0,0
CIUDADANOS EN ACCION,20070339,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CIUDADANOS EN ACCION,16028,0,0,0,0,0,0
CIUDADANOS FIRMES CON MANIZALES,20110150,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CIUDADANOS FIRMES CON MANIZALES,37003,0,0,0,0,0,0
CIUDADANOS INDEPENDIENTES POR ACACIAS - CIPA,20070434,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CIUDADANOS INDEPENDIENTES POR ACACIAS - CIPA,0,0,0,3416,0,0,0
CIUDADANOS LIBRES POR BUSBANZA,20070404,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CIUDADANOS LIBRES POR BUSBANZA,0,0,0,197,0,0,0
CIUDADANOS POR EL META,20150672,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CIUDADANOS POR EL META,0,0,0,7028,0,0,0
CIUDADANOS POR MARSELLA,20070444,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CIUDADANOS POR MARSELLA,0,0,0,588,0,0,0
CIUDADANOS POR VILLAVICENCIO,20110007,0,,0,2011-2011,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CIUDADANOS POR VILLAVICENCIO,0,0,0,6404,0,0,0
CIUDADANOS SOLIDARIOS POR QUIMBAYA,20070370,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CIUDADANOS SOLIDARIOS POR QUIMBAYA,6377,0,0,0,0,0,0
CIVICO ECOLOGICO,19970012,0,,0,1997-1998,0,4,,,99,,,99,,,0,0,1,1,0,0,0,0,1,,,CIVICO ECOLOGICO,0,0,7431,9792,0,0,3914
COACNEJA,20220008,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,COACNEJA,0,0,0,0,0,0,0
COAGROPACIFICO LTDA,20060010,0,,0,2006-2006,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,COAGROPACIFICO LTDA,0,0,1111,0,0,0,0
"COALCION ALCALDIA DE GENOVA-QUIN.PARTIDO CAMBIO RADICAL -ALIANZA SOCIAL INDEPENDIENTE - PARTIDO COLOMBIA JUSTA LIBRES Y PARTIDO COLOMBIA RENACIENTE - ""UNIDOS CONSTRUIREMOS UN CAMBIO PARA GENOVA""",20191005,1,"[20030001,19910006,20170001,20180046]",0,2019-2019,99,3,8,"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%",98,,,98,,,1,0,0,0,0,0,0,0,0,,,"COALCION ALCALDIA DE GENOVA-QUIN.PARTIDO CAMBIO RADICAL -ALIANZA SOCIAL INDEPENDIENTE - PARTIDO COLOMBIA JUSTA LIBRES Y PARTIDO COLOMBIA RENACIENTE - ""UNIDOS CONSTRUIREMOS UN CAMBIO PARA GENOVA""",0,0,0,0,0,0,0
COALCION CONCEJO SIBATE-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR,20000606,1,"[18480001,18490002]",1,2000-2000,1,3,,,99,,,98,,,0,0,0,1,0,0,0,0,0,,,COALCION CONCEJO SIBATE-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR,0,0,0,0,0,0,0
COALCION CONCEJO VALLE DE SAN JUAN-TOLIMA.PARTIDO CONSERVADOR Y CONVERGENCIA CIUDADANA,20000777,1,"[18490002,19970002]",0,2000-2000,1,3,,,99,,,98,,,0,0,0,1,0,0,0,0,0,,,COALCION CONCEJO VALLE DE SAN JUAN-TOLIMA.PARTIDO CONSERVADOR Y CONVERGENCIA CIUDADANA,0,0,0,0,0,0,0
COALICIO ALCALDIA TABIO-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR,20000241,1,"[18480001,18490002]",1,2000-2000,1,3,,,99,,,98,,,1,0,0,0,0,0,0,0,0,,,COALICIO ALCALDIA TABIO-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR,0,0,0,0,0,0,0
COLOMBIA EN PAZ,20070445,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,COLOMBIA EN PAZ,0,0,0,3172,0,0,0
COLOMBIA NUEVA,19900024,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,COLOMBIA NUEVA,0,0,0,0,0,0,0
COMANDO POLÍTICO POR Y PARA CÚCUTA,19800040,0,,0,1980-1980,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,COMANDO POLÍTICO POR Y PARA CÚCUTA,0,0,0,0,0,0,0
COMERCIANTES POR GARZON,20000625,0,,0,2000-2000,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,COMERCIANTES POR GARZON,0,0,0,639,0,0,0
COMISIONES OBRERAS LIBERALES,19910035,0,,0,1991-1991,99,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,COMISIONES OBRERAS LIBERALES,0,0,0,0,0,0,0
COMITE CIUDADANO DE RESTREPO VALLE - OSSA,20070022,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,COMITE CIUDADANO DE RESTREPO VALLE - OSSA,2777,0,0,1233,0,0,0
COMITÉ 2 DE MAYO,20220137,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,"https://accioneseiniciativas.centrodememoriahistorica.gov.co/s/inicio/item/94,https://www.facebook.com/profile.php?id=100069223321525&hc_ref=ARQ-KkethABuKapg0r7At6brubsZb44h5047fGa2RwAJFh1szv2kmmLTL2J3qaAVfc4&ref=nf_target,https://www.radionacional.co/noticias-colombia/bojaya-cumple-20-anos-de-la-masacre-choco-colombia,https://www.facebook.com/watch/?v=338194580696084",,COMITÉ 2 DE MAYO,0,0,0,0,0,0,0
COMITÉ DE GANADEROS DE LA MONTAÑITA,20220285,0,,0,2022-2022,0,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,98,,,0,0,1,0,0,0,0,0,0,https://www.comogan.com.co/index.php,,COMITÉ DE GANADEROS DE LA MONTAÑITA,0,0,0,0,0,0,0
"COMITÉ DE VÍCTIMAS, RESTITUCIÓN DE TIERRA VIDA SAN VICENTE DEL CAGUÁN",20220115,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,"COMITÉ DE VÍCTIMAS, RESTITUCIÓN DE TIERRA VIDA SAN VICENTE DEL CAGUÁN",0,0,0,0,0,0,0
COMITÉ PERMANENTE POR LA DEFENSA DE LOS DERECHOS HUMANOS ARAUCA,20220127,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,COMITÉ PERMANENTE POR LA DEFENSA DE LOS DERECHOS HUMANOS ARAUCA,0,0,0,0,0,0,0
COMP CIV.CTANO CON LA COM,19900051,0,,0,1990-1990,99,4,,,99,,,99,,,0,0,0,0,0,0,0,0,0,,,COMP CIV.CTANO CON LA COM,0,0,0,0,0,0,0
COMPROMISO CIUDADANO INTEGRAL - CCI,20110151,0,,0,2011-2011,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,COMPROMISO CIUDADANO INTEGRAL - CCI,0,0,0,7655,0,0,0
COMPROMISO CIUDADANO POR ANTIOQUIA,20190001,0,,0,2019-2019,0,4,,,99,,,99,,,0,0,0,0,1,0,0,0,0,,,COMPROMISO CIUDADANO POR ANTIOQUIA,0,0,0,0,45234,0,0
COMPROMISO CIUDADANO POR COLOMBIA,19990003,0,,0,2010-2010,0,4,,,99,,,99,,,0,0,0,0,0,0,0,0,1,Escuela de Formación Política - Compromiso Ciudadano,,COMPROMISO CIUDADANO POR COLOMBIA,0,0,0,0,0,0,181513
COMPROMISO CIVICO CIUDADANO,20150673,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,COMPROMISO CIVICO CIUDADANO,0,0,0,2301,0,0,0
COMPROMISO CIVICO INTEGRAL,20150654,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,COMPROMISO CIVICO INTEGRAL,0,0,0,6163,0,0,0
COMPROMISO COLOMBIA,19940085,0,,0,1994-1994,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,COMPROMISO COLOMBIA,0,0,0,0,0,0,0
COMPROMISO CON CIENAGA,20150674,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,https://www.delfinstereo.com/web/compromiso-con-cienaga-otro-grupo-de-aspirantes-al-concejo-que-se-inscribira-por-firmas/,COMPROMISO CON CIENAGA,0,0,0,6016,0,0,0
COMPROMISO CON RESPONSABILIDAD,20150750,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,COMPROMISO CON RESPONSABILIDAD,2140,0,0,0,0,0,0
COMPROMISO CON RIONEGRO,20150032,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,COMPROMISO CON RIONEGRO,17118,0,0,0,0,0,0
COMPROMISO CÍVICO CRISTIANO CON LA COMUNIDAD C-4,19920041,0,,0,1992-1994,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,COMPROMISO CÍVICO CRISTIANO CON LA COMUNIDAD C-4,0,0,0,0,0,0,0
COMPROMISO POR ANTIOQUIA,20150602,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,0,1,0,0,0,0,,,COMPROMISO POR ANTIOQUIA,0,0,0,0,401968,0,0
COMPROMISO POR CAROLINA,20150013,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,COMPROMISO POR CAROLINA,411,0,0,0,0,0,0
COMPROMISO POR ZIPAQUIRA,20070023,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,COMPROMISO POR ZIPAQUIRA,21509,0,0,5224,0,0,0
COMPROMISO SOCIAL POR GRANADA,20110068,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,COMPROMISO SOCIAL POR GRANADA,1638,0,0,0,0,0,0
COMPROMISO SOCIAL POR TABIO,20070024,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,COMPROMISO SOCIAL POR TABIO,2322,0,0,1496,0,0,0
COMPROMISO SOCORRANO,20070450,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,COMPROMISO SOCORRANO,0,0,0,1998,0,0,0
COMPROMISO TOTAL,20150550,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,COMPROMISO TOTAL,2774,0,0,0,0,0,0
COMUN COLOMBIA,19900016,0,,0,1990-1990,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,COMUN COLOMBIA,0,0,0,0,0,0,0
COMUNAL INDEPENDIENTE SECTOR CORDILLERA,20000534,0,,0,2000-2000,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,COMUNAL INDEPENDIENTE SECTOR CORDILLERA,0,0,0,345,0,0,0
COMUNIDAD DE NEGROS DE AGUAS BLANCAS,20220039,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,COMUNIDAD DE NEGROS DE AGUAS BLANCAS,0,0,404,0,0,0,0
COMUNIDAD INDIGENA DE BARRANCON,20140009,0,,0,2014-2014,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,0,0,0,0,0,0,1,,,COMUNIDAD INDIGENA DE BARRANCON,0,0,0,0,0,0,3901
COMUNIDAD INDIGENA DE CRISTINIA,20020041,0,,0,2002-2002,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",3,,,0,0,1,0,0,0,0,0,0,,,COMUNIDAD INDIGENA DE CRISTINIA,0,0,22529,0,0,0,0
COMUNIDAD INDÍGENA AMOYA LA VIRGINIA,20220267,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,2,TRUE,,0,0,1,0,0,0,0,0,0,,,COMUNIDAD INDÍGENA AMOYA LA VIRGINIA,0,0,0,0,0,0,0
COMUNIDAD INDÍGENA SAN LUIS,20220270,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,2,TRUE,,0,0,1,0,0,0,0,0,0,,,COMUNIDAD INDÍGENA SAN LUIS,0,0,0,0,0,0,0
COMUNIDAD INDÍGENA ZENÚ DE GALAPA,20220274,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,2,TRUE,,0,0,1,0,0,0,0,0,0,,,COMUNIDAD INDÍGENA ZENÚ DE GALAPA,0,0,0,0,0,0,0
COMUNIDADES AFROCOLOMBIANAS Y NEGRITUDES ORGANIZADAS PARA EL AVANCE SOCIOCULTURAL - CANOAS,20100021,0,,0,2006-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,COMUNIDADES AFROCOLOMBIANAS Y NEGRITUDES ORGANIZADAS PARA EL AVANCE SOCIOCULTURAL - CANOAS,0,0,4395,0,0,0,0
COMUNIDADES INDIGENAS,19940044,0,,0,1994-1994,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,0,0,0,0,0,0,1,,,COMUNIDADES INDIGENAS,0,0,0,0,0,0,14245
COMUNIDADES NEGRAS,19940045,0,,0,1994-1998,99,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,1,0,1,,,COMUNIDADES NEGRAS,0,0,131206,0,0,11772,13584
COMUNIDADES NEGRAS CORREGIMIENTO LA UNION,20020048,0,,0,2002-2002,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,COMUNIDADES NEGRAS CORREGIMIENTO LA UNION,0,0,4977,0,0,0,0
COMUNITARIO Y PARTICIPATIVO,20070331,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,COMUNITARIO Y PARTICIPATIVO,3433,0,0,0,0,0,0
COMUPAZ,20220109,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,COMUPAZ,0,0,1112,0,0,0,0
CON AMOR POR SALENTO,20030010,0,,0,2003-2003,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON AMOR POR SALENTO,1131,0,0,0,0,0,0
CON DECISION Y COMPROMISO POR CHIA,20150224,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON DECISION Y COMPROMISO POR CHIA,12061,0,0,0,0,0,0
CON EL CAMBIO UBALA CRECE,20150314,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON EL CAMBIO UBALA CRECE,2956,0,0,0,0,0,0
CON GIRON TRABAJANDO,20150500,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON GIRON TRABAJANDO,11420,0,0,0,0,0,0
CON LA GENTE,20150374,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON LA GENTE,9547,0,0,0,0,0,0
CON LAS PILAS BIEN PUESTAS,20070380,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON LAS PILAS BIEN PUESTAS,761,0,0,0,0,0,0
CON PEQUEÑOS ESFUERZOS LOGRAREMOS GRANDES CAMBIOS,20150407,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON PEQUEÑOS ESFUERZOS LOGRAREMOS GRANDES CAMBIOS,0,0,0,0,0,0,0
CON VOLUNTAD Y RESULTADOS DE VERDAD,20150538,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CON VOLUNTAD Y RESULTADOS DE VERDAD,1694,0,0,0,0,0,0
"CON. COMUNIT. AFROCOL. MARCELINO OCHOA ALVAREZ ""CATELO""",20220264,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,1,TRUE,,0,0,1,0,0,0,0,0,0,,,"CON. COMUNIT. AFROCOL. MARCELINO OCHOA ALVAREZ ""CATELO""",0,0,0,0,0,0,0
CON. COMUNIT. CMUDS. NEGRAS LA JAGUA DE IBIRICO,20220263,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,1,TRUE,,0,0,1,0,0,0,0,0,0,,,CON. COMUNIT. CMUDS. NEGRAS LA JAGUA DE IBIRICO,0,0,255,0,0,0,0
CONCERTACIÓN CÍVICA NACIONAL,19940081,0,,0,1994-1994,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,CONCERTACIÓN CÍVICA NACIONAL,0,0,0,0,0,0,0
CONFEDERACIÓN NACIONAL DEL TRABAJO,19900032,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,CONFEDERACIÓN NACIONAL DEL TRABAJO,0,0,0,0,0,0,0
CONFEDERACIóN COMUNAL NACIONAL,19900082,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,CONFEDERACIÓN COMUNAL NACIONAL,0,0,0,0,0,0,0
CONFIAZA CANDELARIA,20150675,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CONFIAZA CANDELARIA,0,0,0,1189,0,0,0
CONFRATENIDAD POLÍTICA,19760001,0,,0,1976-1976,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,CONFRATENIDAD POLÍTICA,0,0,0,0,0,0,0
CONMOGUZ,20220040,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,CONMOGUZ,0,0,0,0,0,0,0
CONS. NAL. DE ORG.NO GUBERNAMENTAL,19900059,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,CONS. NAL. DE ORG.NO GUBERNAMENTAL,0,0,0,0,0,0,0
CONSEJO COMUNIT. CMUDS. NEGRAS GUACOCHE - LOS CARDONALES,20220262,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,1,TRUE,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNIT. CMUDS. NEGRAS GUACOCHE - LOS CARDONALES,0,0,1342,0,0,0,0
CONSEJO COMUNITARIO AFROZABALETAS,20220043,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO AFROZABALETAS,0,0,20189,0,0,0,0
CONSEJO COMUNITARIO AGRICULTORES DEL PATÍA GRANDE,20220258,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO AGRICULTORES DEL PATÍA GRANDE,0,0,0,0,0,0,0
CONSEJO COMUNITARIO ALTO PARAISO,20220044,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO ALTO PARAISO,0,0,2296,0,0,0,0
CONSEJO COMUNITARIO ANCESTRAL DE COMUNIDADES NEGRAS PLAYA RENACIENTE,20180014,0,,0,2018-2018,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,El consejo - La Playa Renaciente (weebly.com),,CONSEJO COMUNITARIO ANCESTRAL DE COMUNIDADES NEGRAS PLAYA RENACIENTE,0,0,32243,0,0,0,0
"CONSEJO COMUNITARIO ARCILLA, CARDON Y TUNA",20220045,0,,0,2022-2022,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,0,0,1,0,0,0,0,0,0,https://www.academia.edu/44222882/Datos_b%C3%A1sicos_de_los_Consejos_Comunitarios_de_Comunidades_Negras_del_norte_de_Valledupar_Guacoche_Guacochito_Badillo_El_Perro_y_Guaymaral,,"CONSEJO COMUNITARIO ARCILLA, CARDON Y TUNA",0,0,2113,0,0,0,0
CONSEJO COMUNITARIO BAJO MIRA Y FRONTERA,20220261,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,"https://sitio.narino.gov.co/1193-2/,https://www.youtube.com/watch?v=EGd9yLSgT5M&ab_channel=ColjuristasCCJ,https://www.facebook.com/watch/?v=185324076530566",,CONSEJO COMUNITARIO BAJO MIRA Y FRONTERA,0,0,7136,0,0,0,0
CONSEJO COMUNITARIO BOCAS DE TAPARAL,20180020,0,,0,2018-2022,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO BOCAS DE TAPARAL,0,0,5270,0,0,0,0
CONSEJO COMUNITARIO DE ALEJANDRO DURAN DIAZ,20180021,0,,0,2018-2018,0,4,,,1,4,Fuentes secundarias,99,,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO DE ALEJANDRO DURAN DIAZ,0,0,8604,0,0,0,0
CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE GUAYABAL,20220049,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE GUAYABAL,0,0,11081,0,0,0,0
CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE SANTO DOMINGO,20180023,0,,0,2018-2018,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE SANTO DOMINGO,0,0,1505,0,0,0,0
CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS OBATALA,20180022,0,,0,2018-2018,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS OBATALA,0,0,1766,0,0,0,0
